"Vehicle ID","Chassis Number","T-Box ID","Battery Type","Derived Status","Customer ID","Dealer ID","Model","Region"
"01576e43-795a-474f-9152-6966a9805ebd","LL22AH7SWE0800233","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","d7e35e45-4929-4340-bb56-45f6fac3797d","f25698a3-c6bd-410c-8dc2-edc7f9310a98","rc189",""
"03173f3f-1f32-48ac-a404-246b20ae28f8","LL22AH7SWE0800194","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","86dfaa8f-2386-428b-854d-b2e81ee5939a","f25698a3-c6bd-410c-8dc2-edc7f9310a98","rc189",""
"039e8579-d943-4a58-9031-aa67e84aae46","LL22AH7SWE0800216","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","04b2548a-a29b-42c8-afb4-5e16edd60186","e3e4f0af-4e77-48c7-bee4-03012e02869a","rc189",""
"0532598f-4ab9-4c15-a136-f77bbef5e662","CHS0001","","7e655ec5-ad99-4f16-89de-d62ba937f92f","CUSTOMER_RESERVED","5f789f7b-ede9-49de-9079-5c2471e00fc1","","rc189",""
"054ef642-d70c-4ffd-a42e-c29a7446ca45","KALE22A26PR800096","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","5f600b1b-8425-422e-bf78-f862d2c2095e","821379e7-15b9-4aee-a5ba-88df2636d484","rc189",""
"05ac70f9-ae2a-4823-a7dc-125e8b6d118f","LL22AH7SWE0800168","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","f25698a3-c6bd-410c-8dc2-edc7f9310a98","rc189",""
"0608d057-eb52-446c-bbd6-25a6888f6ec7","LL22AH7SWE0800201","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","5d152fb7-bc70-4f56-8dab-59b0a621e619","rc189",""
"0780f2f7-918d-407f-a53f-52fdaf4659c0","LL22AH7SWE0800190","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","6670b942-e186-4a19-b4db-31aac41dce9b","e3e4f0af-4e77-48c7-bee4-03012e02869a","rc189",""
"07dfa45e-ab98-48ba-9c94-83e4645ca417","KALE22A26PR800100","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","0cfff8b4-135a-4389-9c81-af70b5d58310","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"081f0f2c-40b9-445e-85ca-0f85e2116797","LL22AH7SWE0800239","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","5d211725-20dc-4b03-9529-a81863ef852f","28cb56c4-cbac-4a10-ba21-d9cce37dd77f","rc189",""
"09a46a11-ce53-4ad2-b2be-2c44312974e9","LL22AH7SWE0800159","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","5d152fb7-bc70-4f56-8dab-59b0a621e619","rc189",""
"0b06cb61-0d23-4640-bd41-1a8e5b8849ae","KALE22A26PR800026","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","120df0ef-ef99-4698-8152-53ab5a740fdc","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"0f44159c-abce-4b95-a9dd-0d49f0c3ca3e","LL22AH7SWE0800146","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","4a2461ed-fe5d-4ff7-b56b-10fa4bcc0202","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"0f80f3bd-0892-47df-a02f-9829c0d8c499","LL22AH7SWE0800211","","d71d5024-9949-4c4a-9571-ffd78f0583d3","FACTORY_INSTOCK","","","rc189",""
"10690fdc-2a14-4719-8390-c7e5f66c0c6c","KALE22A26PR800033","","d71d5024-9949-4c4a-9571-ffd78f0583d3","SOLD","8c21e075-4ed7-4583-8add-932946ad7ebd","9985bf59-3874-42a1-9724-54dc59246b09","rc189",""
"11aafd11-e3f6-42d6-8e74-0e61deba85fc","LL22AH7SWE0800280","","d71d5024-9949-4c4a-9571-ffd78f0583d3","DEALER_INSTOCK","","f4e42db6-4a4e-4502-81a1-52b6fea0613f","rc189",""
